Voltage,Frequency,Impedance,Phase,Conductance,Susceptance,Resistance,Reactance
40 MV,890KHZ,52345.0,40.0695,1.47037e-05,-1.22726e-05,39587.8,33498.5
40 MV,890KHZ,52333.6,40.3835,1.47255e-05,-1.23248e-05,39605.6,33378.7
40 MV,900KHZ,52116.7,39.8334,1.47455e-05,-1.23485e-05,39654.1,33552.7
40 MV,900KHZ,52247.3,39.9468,1.47887e-05,-1.23066e-05,39563.0,33426.0
40 MV,900KHZ,52250.6,40.0347,1.47802e-05,-1.22187e-05,39696.1,33340.7
40 MV,900KHZ,52249.2,40.1228,1.4709e-05,-1.22012e-05,39863.8,33360.1
40 MV,900KHZ,52206.2,40.276,1.46539e-05,-1.22368e-05,39834.0,33418.9
40 MV,900KHZ,52012.9,40.4194,1.46232e-05,-1.23107e-05,39872.2,33338.0
40 MV,900KHZ,52019.4,40.2216,1.46252e-05,-1.23232e-05,40149.4,33185.8
40 MV,900KHZ,52297.9,40.0071,1.46147e-05,-1.23374e-05,40106.4,33330.4
40 MV,910KHZ,52064.7,40.0371,1.46182e-05,-1.2434e-05,39931.8,33487.8
40 MV,910KHZ,52245.2,39.9323,1.46578e-05,-1.24365e-05,39901.4,33561.9
40 MV,910KHZ,52184.0,40.1215,1.47291e-05,-1.23829e-05,39763.8,33673.6
40 MV,910KHZ,52312.4,40.0112,1.47753e-05,-1.22877e-05,39745.7,33714.3
40 MV,910KHZ,52290.1,40.0462,1.47882e-05,-1.23365e-05,39826.6,33642.2
40 MV,910KHZ,52195.8,40.1863,1.47503e-05,-1.22804e-05,39712.0,33556.4
40 MV,910KHZ,52142.9,40.247,1.47104e-05,-1.23103e-05,39773.8,33500.1
40 MV,910KHZ,51930.7,40.3263,1.47184e-05,-1.22954e-05,39963.1,33211.0
40 MV,920KHZ,52080.6,39.7415,1.4683e-05,-1.23746e-05,39618.2,33828.6
40 MV,920KHZ,52400.9,39.6872,1.47272e-05,-1.23599e-05,39633.5,33585.3
40 MV,920KHZ,52464.1,39.8763,1.47352e-05,-1.22707e-05,39694.3,33475.1
40 MV,920KHZ,52379.1,40.0729,1.47503e-05,-1.22401e-05,39717.9,33412.1
40 MV,920KHZ,52316.8,40.3138,1.47013e-05,-1.22549e-05,39645.7,33359.2
40 MV,920KHZ,52181.1,40.5231,1.47146e-05,-1.22611e-05,39880.2,33254.4
40 MV,920KHZ,52072.3,40.2246,1.47373e-05,-1.2372e-05,40003.1,33375.6
40 MV,920KHZ,51895.3,40.0551,1.45988e-05,-1.23243e-05,40048.1,33363.6
40 MV,930KHZ,52098.9,40.1769,1.4593e-05,-1.24822e-05,40007.0,33386.2
40 MV,930KHZ,52002.7,39.8769,1.46638e-05,-1.24765e-05,40071.0,33587.1
40 MV,930KHZ,52040.8,39.888,1.47013e-05,-1.24251e-05,39957.3,33671.2
40 MV,930KHZ,52110.0,39.8424,1.47766e-05,-1.23585e-05,39872.0,33724.5
40 MV,930KHZ,52183.0,39.9569,1.47697e-05,-1.23256e-05,39720.7,33689.4
40 MV,930KHZ,51948.5,40.1427,1.47656e-05,-1.22868e-05,39790.1,33629.4
40 MV,930KHZ,51975.1,40.0188,1.47191e-05,-1.2305e-05,39954.0,33371.7
40 MV,930KHZ,52128.8,40.0073,1.46549e-05,-1.23085e-05,40113.8,33426.4
40 MV,940KHZ,52232.5,39.7929,1.47077e-05,-1.23129e-05,39714.5,33583.6
40 MV,940KHZ,52398.1,40.0209,1.47199e-05,-1.23387e-05,39623.8,33623.0
40 MV,940KHZ,52345.9,40.3421,1.47222e-05,-1.22775e-05,39796.2,33437.6
40 MV,940KHZ,52097.4,40.3496,1.47093e-05,-1.23188e-05,39861.3,33306.6
40 MV,940KHZ,52134.3,40.547,1.47094e-05,-1.23199e-05,40046.7,33247.6
40 MV,940KHZ,51866.5,40.3312,1.47168e-05,-1.23787e-05,40110.1,33443.0
40 MV,940KHZ,51888.9,40.0565,1.46637e-05,-1.23576e-05,40059.9,33573.4
40 MV,940KHZ,52014.3,40.0676,1.46723e-05,-1.23971e-05,40063.0,33699.3
40 MV,950KHZ,52055.7,39.6454,1.47416e-05,-1.23854e-05,39920.9,33689.7
40 MV,950KHZ,52257.1,39.8773,1.47721e-05,-1.23055e-05,39910.1,33745.4
40 MV,950KHZ,52167.2,39.986,1.47407e-05,-1.23012e-05,39854.9,33576.6
40 MV,950KHZ,52247.6,40.0106,1.47317e-05,-1.22941e-05,39779.4,33525.9
40 MV,950KHZ,52123.5,40.1274,1.46839e-05,-1.22145e-05,39872.1,33471.4
40 MV,950KHZ,52154.4,40.1345,1.4564e-05,-1.23107e-05,39771.5,33540.6
40 MV,950KHZ,52165.9,40.1798,1.45735e-05,-1.23649e-05,39937.4,33440.7
40 MV,950KHZ,52119.3,40.1332,1.47182e-05,-1.24076e-05,39939.7,33367.1
40 MV,960KHZ,52206.3,40.2039,1.47223e-05,-1.23069e-05,39736.8,33451.9
40 MV,960KHZ,52068.0,40.3228,1.47161e-05,-1.23568e-05,39953.5,33295.4
40 MV,960KHZ,52026.9,40.2222,1.46904e-05,-1.23668e-05,40207.2,33365.1
40 MV,960KHZ,52044.5,40.0447,1.46552e-05,-1.23345e-05,40265.1,33572.2
40 MV,960KHZ,51954.8,40.0131,1.46432e-05,-1.23581e-05,39882.2,33669.5
40 MV,960KHZ,52120.5,39.7572,1.46626e-05,-1.24172e-05,39874.0,33713.8
40 MV,960KHZ,52007.2,39.8211,1.47195e-05,-1.234e-05,39800.1,33823.1
40 MV,960KHZ,52237.7,39.7265,1.46929e-05,-1.23389e-05,39685.0,33691.7
40 MV,970KHZ,51953.1,39.6372,1.46685e-05,-1.24271e-05,40002.5,33689.3
40 MV,970KHZ,51938.4,39.855,1.47109e-05,-1.24064e-05,39902.0,33753.9
40 MV,970KHZ,52146.9,39.9493,1.47537e-05,-1.23465e-05,39871.3,33500.1
40 MV,970KHZ,52126.7,39.8581,1.47561e-05,-1.22685e-05,39783.4,33565.4
40 MV,970KHZ,52185.9,39.935,1.47361e-05,-1.22474e-05,39988.3,33525.0
40 MV,970KHZ,52222.6,39.9523,1.46507e-05,-1.22637e-05,39884.1,33583.8
40 MV,970KHZ,52095.7,40.1022,1.45696e-05,-1.23358e-05,39993.4,33370.8
40 MV,970KHZ,51875.2,40.0857,1.46292e-05,-1.23479e-05,40007.2,33362.9
40 MV,980KHZ,51139.0,48.1111,1.2977e-05,-1.45526e-05,33939.0,38063.4
40 MV,980KHZ,51284.2,48.5383,1.29553e-05,-1.463e-05,34044.8,38487.9
40 MV,980KHZ,51245.2,48.208,1.29872e-05,-1.45824e-05,34001.4,38217.6
40 MV,980KHZ,51177.1,48.5719,1.29373e-05,-1.46187e-05,33976.6,38348.5
40 MV,980KHZ,51311.3,48.2189,1.29667e-05,-1.45689e-05,34001.8,38275.6
40 MV,980KHZ,51041.2,48.4438,1.29154e-05,-1.46105e-05,33972.4,38265.2
40 MV,980KHZ,51509.4,48.2808,1.30561e-05,-1.45808e-05,34019.7,38381.2
40 MV,980KHZ,50975.5,48.4215,1.28888e-05,-1.4613e-05,34064.0,38296.9
40 MV,990KHZ,51012.2,48.4997,1.29077e-05,-1.46e-05,34027.2,38250.7
40 MV,990KHZ,51394.0,48.2166,1.30445e-05,-1.45927e-05,33991.2,38353.3
40 MV,990KHZ,50983.6,48.5094,1.28836e-05,-1.4598e-05,34028.4,38238.9
40 MV,990KHZ,51457.3,48.3694,1.30147e-05,-1.45755e-05,34044.8,38332.1
40 MV,990KHZ,51026.9,48.3672,1.29158e-05,-1.46242e-05,34011.6,38314.1
40 MV,990KHZ,51329.6,48.465,1.29724e-05,-1.4565e-05,34057.6,38229.0
40 MV,990KHZ,51122.9,48.2729,1.29684e-05,-1.46367e-05,33993.4,38425.4
40 MV,990KHZ,51255.8,48.4479,1.29367e-05,-1.45265e-05,34062.3,38153.4
50 MV,10KHZ,42823.3,-32389.2,1.48581e-05,1.1237e-05,42824.4,-32392.0
50 MV,10KHZ,53684.7,-37.119,1.48494e-05,1.12372e-05,42793.4,-32388.0
50 MV,10KHZ,53684.2,-37.0985,1.48592e-05,1.12473e-05,42819.1,-32375.5
50 MV,10KHZ,53681.6,-37.1073,1.48589e-05,1.12403e-05,42817.2,-32386.9
50 MV,10KHZ,53697.9,-37.1092,1.48532e-05,1.1237e-05,42799.0,-32367.8
50 MV,10KHZ,53682.8,-37.1032,1.4853e-05,1.12386e-05,42804.8,-32391.6
50 MV,10KHZ,53680.1,-37.0965,1.48533e-05,1.12379e-05,42824.4,-32376.1
50 MV,10KHZ,53681.0,-37.1074,1.48524e-05,1.12418e-05,42808.7,-32397.3
50 MV,20KHZ,42392.5,-26.1442,2.11676e-05,1.03937e-05,38044.6,-18670.2
50 MV,20KHZ,42376.0,-26.1411,2.1176e-05,1.03948e-05,38038.6,-18670.2
50 MV,20KHZ,42377.0,-26.1332,2.11706e-05,1.03897e-05,38061.2,-18677.3
50 MV,20KHZ,42407.2,-26.1422,2.1183e-05,1.03875e-05,38057.7,-18697.9
50 MV,20KHZ,42409.9,-26.1588,2.11802e-05,1.03931e-05,38051.7,-18684.7
50 MV,20KHZ,42409.3,-26.1437,2.11733e-05,1.0393e-05,38042.4,-18675.0
50 MV,20KHZ,42395.3,-26.1333,2.11793e-05,1.03929e-05,38050.1,-18685.5
50 MV,20KHZ,42398.6,-26.1334,2.11764e-05,1.03948e-05,38062.9,-18686.6
50 MV,30KHZ,38668.5,-20.268,2.42529e-05,8.96369e-06,36277.5,-13404.1
50 MV,30KHZ,38667.7,-20.2912,2.4257e-05,8.96328e-06,36275.6,-13398.4
50 MV,30KHZ,38680.3,-20.2798,2.42533e-05,8.961e-06,36275.4,-13409.2
50 MV,30KHZ,38670.0,-20.2748,2.42534e-05,8.96125e-06,36278.1,-13402.8
50 MV,30KHZ,38669.3,-20.2783,2.42549e-05,8.9613e-06,36275.6,-13407.6
50 MV,30KHZ,38664.4,-20.2845,2.4255e-05,8.9642e-06,36274.3,-13404.1
50 MV,30KHZ,38673.1,-20.292,2.42524e-05,8.96356e-06,36274.3,-13406.0
50 MV,30KHZ,38668.9,-20.2891,2.4253e-05,8.96152e-06,36278.5,-13400.0
50 MV,40KHZ,36874.5,-16.4921,2.6003e-05,7.72202e-06,35330.4,-10477.9
50 MV,40KHZ,36929.4,-16.5112,2.59448e-05,7.7606e-06,35297.5,-10511.5
50 MV,40KHZ,36863.0,-16.5871,2.59757e-05,7.71315e-06,35358.5,-10538.3
50 MV,40KHZ,36887.5,-16.5518,2.60036e-05,7.75765e-06,35336.4,-10440.6
50 MV,40KHZ,36926.6,-16.5411,2.60061e-05,7.73214e-06,35397.1,-10488.5
50 MV,40KHZ,36814.9,-16.5787,2.60119e-05,7.73936e-06,35308.7,-10485.1
50 MV,40KHZ,36842.7,-16.5471,2.59579e-05,7.72784e-06,35360.4,-10510.4
50 MV,40KHZ,36862.5,-16.5935,2.60394e-05,7.6924e-06,35315.7,-10463.3
50 MV,50KHZ,35843.9,-13.8924,2.70835e-05,6.70172e-06,34804.3,-8599.63
50 MV,50KHZ,35840.4,-13.8906,2.70837e-05,6.68403e-06,34805.2,-8603.73
50 MV,50KHZ,35860.6,-13.8864,2.70692e-05,6.70269e-06,34786.8,-8590.07
50 MV,50KHZ,35848.8,-13.8882,2.70772e-05,6.69595e-06,34794.6,-8621.37
50 MV,50KHZ,35855.9,-13.8789,2.70862e-05,6.70393e-06,34801.9,-8590.54
50 MV,50KHZ,35841.1,-13.8946,2.70834e-05,6.69187e-06,34805.0,-8613.59
50 MV,50KHZ,35845.9,-13.8681,2.70652e-05,6.68941e-06,34785.5,-8611.18
50 MV,50KHZ,35850.2,-13.8878,2.70757e-05,6.69861e-06,34773.2,-8615.22
50 MV,60KHZ,35218.1,-11.9008,2.77933e-05,5.85347e-06,34457.1,-7255.0
50 MV,60KHZ,35206.8,-11.8959,2.77977e-05,5.85595e-06,34464.3,-7258.96
50 MV,60KHZ,35222.9,-11.9051,2.77879e-05,5.84981e-06,34456.7,-7275.93
50 MV,60KHZ,35216.3,-11.8862,2.7789e-05,5.84705e-06,34456.9,-7261.03
50 MV,60KHZ,35218.0,-11.9184,2.77835e-05,5.85292e-06,34459.1,-7266.36
50 MV,60KHZ,35219.0,-11.8984,2.77944e-05,5.8565e-06,34453.6,-7268.17
50 MV,60KHZ,35215.2,-11.9101,2.7793e-05,5.85712e-06,34449.0,-7257.0
50 MV,60KHZ,35225.2,-11.8911,2.77862e-05,5.85507e-06,34469.0,-7269.4
50 MV,70KHZ,34738.5,-10.1963,2.82908e-05,5.03739e-06,34253.9,-6108.25
50 MV,70KHZ,34766.8,-10.1155,2.82877e-05,5.10782e-06,34214.0,-6111.78
50 MV,70KHZ,34798.1,-10.2164,2.83414e-05,5.08365e-06,34190.7,-6126.28
50 MV,70KHZ,34772.2,-10.0733,2.83281e-05,5.06046e-06,34234.5,-6111.61
50 MV,70KHZ,34733.1,-10.1398,2.83333e-05,5.0656e-06,34187.6,-6152.53
50 MV,70KHZ,34767.9,-10.1338,2.8293e-05,5.03842e-06,34237.3,-6109.13
50 MV,70KHZ,34693.2,-10.1809,2.8275e-05,5.07464e-06,34178.3,-6031.03
50 MV,70KHZ,34783.6,-10.0535,2.83143e-05,5.06759e-06,34214.1,-6122.92
50 MV,80KHZ,34560.1,-9.15312,2.85499e-05,4.5817e-06,34125.9,-5436.51
50 MV,80KHZ,34532.1,-8.99871,2.86029e-05,4.53373e-06,34091.7,-5452.87
50 MV,80KHZ,34534.8,-9.104,2.85618e-05,4.61276e-06,34166.0,-5492.02
50 MV,80KHZ,34560.6,-9.05509,2.8596e-05,4.52476e-06,34094.6,-5383.1
50 MV,80KHZ,34528.2,-9.03835,2.859e-05,4.60124e-06,34140.3,-5522.1
50 MV,80KHZ,34575.9,-9.10325,2.85549e-05,4.55401e-06,34095.8,-5389.38
50 MV,80KHZ,34529.4,-8.99818,2.86172e-05,4.54935e-06,34090.4,-5455.52
50 MV,80KHZ,34544.6,-9.13609,2.8532e-05,4.59277e-06,34147.0,-5463.56
50 MV,90KHZ,34447.9,-8.4432,2.87104e-05,4.26485e-06,34070.1,-5055.05
50 MV,90KHZ,34440.3,-8.45586,2.87279e-05,4.26111e-06,34080.5,-5059.38
50 MV,90KHZ,34450.2,-8.46269,2.87227e-05,4.27342e-06,34072.5,-5067.77
50 MV,90KHZ,34449.3,-8.4674,2.87146e-05,4.26419e-06,34058.1,-5069.97
50 MV,90KHZ,34447.0,-8.44035,2.87101e-05,4.2687e-06,34074.0,-5065.53
50 MV,90KHZ,34438.0,-8.44571,2.87252e-05,4.27055e-06,34077.0,-5051.46
50 MV,90KHZ,34447.5,-8.455,2.87202e-05,4.27017e-06,34072.8,-5063.86
50 MV,90KHZ,34455.8,-8.44967,2.87134e-05,4.26702e-06,34069.8,-5058.39
50 MV,100KHZ,34293.4,-7.1616,2.89379e-05,3.63031e-06,34023.1,-4267.66
50 MV,100KHZ,34285.5,-7.15203,2.89356e-05,3.63331e-06,34018.6,-4265.12
50 MV,100KHZ,34287.5,-7.16482,2.89244e-05,3.63519e-06,34022.8,-4271.54
50 MV,100KHZ,34283.3,-7.13668,2.89391e-05,3.63862e-06,34023.9,-4274.93
50 MV,100KHZ,34286.9,-7.16688,2.89295e-05,3.63459e-06,34027.9,-4270.74
50 MV,100KHZ,34284.7,-7.14399,2.89361e-05,3.62853e-06,34016.7,-4261.84
50 MV,100KHZ,34298.9,-7.15766,2.8934e-05,3.62859e-06,34034.1,-4272.99
50 MV,100KHZ,34292.2,-7.16229,2.89353e-05,3.63627e-06,34016.7,-4267.98
50 MV,110KHZ,34257.7,-5.75939,2.90656e-05,2.93167e-06,34095.3,-3430.22
50 MV,110KHZ,34196.2,-5.78503,2.90431e-05,2.9229e-06,34049.4,-3447.58
50 MV,110KHZ,34244.9,-5.74522,2.90565e-05,2.93679e-06,34054.7,-3433.47
50 MV,110KHZ,34258.2,-5.74564,2.90885e-05,2.94785e-06,34098.1,-3424.74
50 MV,110KHZ,34207.3,-5.78747,2.90376e-05,2.91995e-06,34047.2,-3450.93
50 MV,110KHZ,34249.8,-5.74289,2.90592e-05,2.94735e-06,34053.7,-3439.15
50 MV,110KHZ,34247.8,-5.76023,2.90858e-05,2.95139e-06,34085.7,-3436.13
50 MV,110KHZ,34202.7,-5.7851,2.90376e-05,2.92304e-06,34033.1,-3445.05
50 MV,120KHZ,34231.9,-5.77277,2.90652e-05,2.93281e-06,34068.3,-3443.06
50 MV,120KHZ,34211.4,-5.78508,2.90411e-05,2.92432e-06,34031.8,-3455.41
50 MV,120KHZ,34271.7,-5.74206,2.90787e-05,2.95111e-06,34075.2,-3436.2
50 MV,120KHZ,34226.7,-5.79016,2.9058e-05,2.93015e-06,34070.4,-3441.96
50 MV,120KHZ,34221.3,-5.76314,2.90361e-05,2.92643e-06,34026.5,-3449.84
50 MV,120KHZ,34265.9,-5.7341,2.90839e-05,2.94791e-06,34081.6,-3430.41
50 MV,120KHZ,34223.0,-5.77034,2.90628e-05,2.93381e-06,34072.0,-3436.37
50 MV,120KHZ,34220.2,-5.76745,2.90395e-05,2.92191e-06,34054.9,-3441.64
50 MV,130KHZ,34243.9,-5.47759,2.90669e-05,2.78868e-06,34090.4,-3269.92
50 MV,130KHZ,34237.0,-5.47482,2.90716e-05,2.78888e-06,34093.8,-3267.46
50 MV,130KHZ,34240.5,-5.48528,2.90638e-05,2.78834e-06,34090.3,-3268.48
50 MV,130KHZ,34239.2,-5.48274,2.90659e-05,2.79319e-06,34087.6,-3271.97
50 MV,130KHZ,34248.9,-5.4737,2.90642e-05,2.78975e-06,34087.7,-3274.49
50 MV,130KHZ,34242.7,-5.48509,2.90651e-05,2.78834e-06,34088.8,-3275.91
50 MV,130KHZ,34247.0,-5.47941,2.90686e-05,2.79189e-06,34091.5,-3270.18
50 MV,130KHZ,34246.6,-5.48902,2.9065e-05,2.78425e-06,34087.2,-3268.49
50 MV,140KHZ,34267.5,-2586.16,2.90163e-05,2.18522e-06,34269.8,-2588.41
50 MV,140KHZ,34369.3,-4.31418,2.90109e-05,2.19405e-06,34265.1,-2585.13
50 MV,140KHZ,34367.2,-4.32626,2.90124e-05,2.19412e-06,34275.8,-2590.52
50 MV,140KHZ,34366.4,-4.32149,2.9026e-05,2.18887e-06,34265.8,-2584.64
50 MV,140KHZ,34366.5,-4.3209,2.90144e-05,2.18954e-06,34264.2,-2594.96
50 MV,140KHZ,34368.9,-4.31768,2.90111e-05,2.1924e-06,34271.3,-2588.11
50 MV,140KHZ,34371.5,-4.31437,2.90188e-05,2.19765e-06,34278.9,-2580.78
50 MV,140KHZ,34367.9,-4.31449,2.90094e-05,2.18958e-06,34263.5,-2590.8
50 MV,150KHZ,34262.8,-2596.23,2.90083e-05,2.1812e-06,34267.3,-2582.26
50 MV,150KHZ,34359.4,-4.31277,2.90049e-05,2.19282e-06,34274.0,-2591.97
50 MV,150KHZ,34371.1,-4.31793,2.90205e-05,2.19832e-06,34273.6,-2585.67
50 MV,150KHZ,34365.5,-4.30258,2.90153e-05,2.18861e-06,34274.3,-2586.49
50 MV,150KHZ,34375.2,-4.3285,2.90121e-05,2.18897e-06,34266.5,-2586.68
50 MV,150KHZ,34376.5,-4.30991,2.90092e-05,2.18709e-06,34276.6,-2585.2
50 MV,150KHZ,34372.2,-4.30899,2.90069e-05,2.18384e-06,34272.0,-2588.59
50 MV,150KHZ,34366.1,-4.30563,2.90217e-05,2.19329e-06,34268.1,-2591.33
50 MV,160KHZ,34508.5,-3.98892,2.89259e-05,1.97519e-06,34309.0,-2348.48
50 MV,160KHZ,34439.2,-4.0057,2.89037e-05,2.00706e-06,34382.5,-2336.02
50 MV,160KHZ,34392.9,-3.94574,2.89514e-05,2.02559e-06,34439.6,-2369.92
50 MV,160KHZ,34404.5,-3.91057,2.90081e-05,2.02194e-06,34409.7,-2413.17
50 MV,160KHZ,34486.7,-3.93236,2.90145e-05,1.98124e-06,34345.1,-2408.67
50 MV,160KHZ,34512.7,-3.95743,2.89644e-05,1.97448e-06,34288.3,-2364.96
50 MV,160KHZ,34479.7,-4.0127,2.89156e-05,1.97836e-06,34348.7,-2366.63
50 MV,160KHZ,34400.8,-3.96463,2.89149e-05,2.02374e-06,34403.2,-2360.08
50 MV,170KHZ,34440.9,-2248.67,2.8912e-05,1.88853e-06,34439.4,-2248.93
50 MV,170KHZ,34506.8,-3.74009,2.89145e-05,1.88625e-06,34433.1,-2245.0
50 MV,170KHZ,34511.3,-3.73563,2.89152e-05,1.88649e-06,34434.0,-2250.63
50 MV,170KHZ,34514.3,-3.73816,2.89199e-05,1.88717e-06,34442.8,-2255.24
50 MV,170KHZ,34508.4,-3.73644,2.8913e-05,1.88696e-06,34436.8,-2253.49
50 MV,170KHZ,34507.0,-3.73391,2.89146e-05,1.89084e-06,34440.5,-2251.64
50 MV,170KHZ,34510.3,-3.73322,2.8919e-05,1.88849e-06,34436.1,-2251.44
50 MV,170KHZ,34510.2,-3.73466,2.89168e-05,1.8903e-06,34436.3,-2251.28
50 MV,180KHZ,34438.1,-2254.36,2.89139e-05,1.88959e-06,34436.6,-2250.77
50 MV,180KHZ,34512.0,-3.74178,2.89155e-05,1.89195e-06,34438.0,-2246.25
50 MV,180KHZ,34509.2,-3.73769,2.89172e-05,1.88668e-06,34442.3,-2248.14
50 MV,180KHZ,34509.6,-3.74296,2.89135e-05,1.88455e-06,34438.8,-2249.26
50 MV,180KHZ,34509.5,-3.73662,2.89138e-05,1.88475e-06,34439.1,-2252.34
50 MV,180KHZ,34513.4,-3.7412,2.8912e-05,1.888e-06,34437.7,-2251.11
50 MV,180KHZ,34511.1,-3.74124,2.89157e-05,1.88331e-06,34441.1,-2245.91
50 MV,180KHZ,34507.4,-3.74044,2.8918e-05,1.89069e-06,34438.2,-2251.26
50 MV,190KHZ,34862.9,-2.80128,2.86662e-05,1.47372e-06,34853.9,-1772.46
50 MV,190KHZ,34923.5,-2.86125,2.86543e-05,1.43448e-06,34813.2,-1790.81
50 MV,190KHZ,34896.4,-2.96445,2.86266e-05,1.42122e-06,34804.9,-1747.98
50 MV,190KHZ,34833.1,-2.98339,2.86152e-05,1.45235e-06,34848.1,-1725.0
50 MV,190KHZ,34839.5,-2.8428,2.86364e-05,1.47091e-06,34855.8,-1769.89
50 MV,190KHZ,34905.2,-2.81567,2.86579e-05,1.46292e-06,34826.5,-1791.53
50 MV,190KHZ,34916.5,-2.93133,2.86373e-05,1.41729e-06,34807.8,-1766.45
50 MV,190KHZ,34852.9,-2.96502,2.86112e-05,1.44334e-06,34834.4,-1744.87
50 MV,200KHZ,34846.1,-2.84533,2.86501e-05,1.46606e-06,34867.5,-1754.08
50 MV,200KHZ,34902.9,-2.81445,2.86671e-05,1.44103e-06,34823.8,-1786.29
50 MV,200KHZ,34910.4,-2.93746,2.86351e-05,1.42193e-06,34799.3,-1759.01
50 MV,200KHZ,34832.9,-2.97459,2.8614e-05,1.44145e-06,34827.7,-1744.65
50 MV,200KHZ,34830.9,-2.8666,2.86428e-05,1.46679e-06,34870.8,-1750.39
50 MV,200KHZ,34926.0,-2.7587,2.8656e-05,1.43745e-06,34833.8,-1789.11
50 MV,200KHZ,34912.9,-2.88699,2.86444e-05,1.43074e-06,34771.8,-1769.76
50 MV,200KHZ,34885.0,-2.99624,2.86137e-05,1.42876e-06,34816.6,-1746.73
50 MV,210KHZ,34825.9,-2.87507,2.86346e-05,1.46393e-06,34851.7,-1750.59
50 MV,210KHZ,34874.6,-2.79129,2.86652e-05,1.46601e-06,34825.7,-1778.92
50 MV,210KHZ,34910.3,-2.89832,2.86465e-05,1.43162e-06,34789.6,-1781.09
50 MV,210KHZ,34875.0,-2.98921,2.86182e-05,1.42617e-06,34821.3,-1724.52
50 MV,210KHZ,34830.3,-2.90713,2.86296e-05,1.45992e-06,34868.8,-1739.17
50 MV,210KHZ,34867.5,-2.77916,2.86598e-05,1.47307e-06,34849.1,-1775.78
50 MV,210KHZ,34919.8,-2.85493,2.86528e-05,1.4394e-06,34805.9,-1789.61
50 MV,210KHZ,34895.3,-2.99267,2.86187e-05,1.42375e-06,34787.7,-1747.27
50 MV,220KHZ,34908.7,-2.85416,2.86571e-05,1.43856e-06,34799.3,-1783.49
50 MV,220KHZ,34901.4,-2.96909,2.86229e-05,1.4241e-06,34804.0,-1744.94
50 MV,220KHZ,34837.8,-2.94391,2.86199e-05,1.45253e-06,34849.3,-1729.36
50 MV,220KHZ,34839.8,-2.8201,2.86473e-05,1.46787e-06,34853.3,-1759.02
50 MV,220KHZ,34913.2,-2.82969,2.86809e-05,1.41633e-06,34741.6,-1816.3
50 MV,220KHZ,34900.3,-2.93896,2.86263e-05,1.42087e-06,34802.3,-1766.48
50 MV,220KHZ,34846.2,-2.97854,2.86094e-05,1.43659e-06,34843.5,-1744.17
50 MV,220KHZ,34830.4,-2.86808,2.86411e-05,1.47444e-06,34855.6,-1752.53
50 MV,230KHZ,35332.4,-2.31982,2.82224e-05,1.24519e-06,35423.1,-1189.42
50 MV,230KHZ,35359.4,-2.56188,2.81484e-05,1.02929e-06,35300.9,-1358.04
50 MV,230KHZ,35419.1,-2.29741,2.82127e-05,9.63933e-07,35268.8,-1594.1
50 MV,230KHZ,35457.8,-1.96247,2.83088e-05,1.14659e-06,35442.5,-1481.04
50 MV,230KHZ,35353.8,-2.15993,2.82575e-05,1.28443e-06,35453.4,-1233.88
50 MV,230KHZ,35333.3,-2.48891,2.81638e-05,1.14492e-06,35338.2,-1254.12
50 MV,230KHZ,35401.4,-2.45735,2.81811e-05,9.40526e-07,35280.4,-1529.64
50 MV,230KHZ,35392.0,-2.24834,2.82734e-05,1.06356e-06,35342.8,-1578.9
50 MV,240KHZ,35467.0,-2.03996,2.82913e-05,1.09074e-06,35385.5,-1548.49
50 MV,240KHZ,35413.5,-2.06364,2.82841e-05,1.28369e-06,35461.3,-1263.67
50 MV,240KHZ,35343.8,-2.43214,2.81883e-05,1.19039e-06,35380.2,-1220.24
50 MV,240KHZ,35343.3,-2.54693,2.81544e-05,9.75328e-07,35252.2,-1502.63
50 MV,240KHZ,35387.7,-2.29658,2.8219e-05,9.88386e-07,35316.4,-1606.7
50 MV,240KHZ,35436.3,-1.96708,2.83132e-05,1.20414e-06,35460.7,-1416.76
50 MV,240KHZ,35372.9,-2.25458,2.82374e-05,1.27761e-06,35455.9,-1173.01
50 MV,240KHZ,35330.7,-2.54772,2.81626e-05,1.04347e-06,35312.4,-1330.51
50 MV,250KHZ,35547.5,-2.15164,2.81163e-05,1.0617e-06,35507.0,-1315.26
50 MV,250KHZ,35523.7,-2.15105,2.81235e-05,1.0598e-06,35502.1,-1328.78
50 MV,250KHZ,35531.8,-2.173,2.81241e-05,1.06078e-06,35513.3,-1325.83
50 MV,250KHZ,35551.9,-2.16723,2.81129e-05,1.06707e-06,35519.2,-1323.45
50 MV,250KHZ,35538.9,-2.14448,2.81163e-05,1.05428e-06,35501.7,-1329.58
50 MV,250KHZ,35538.5,-2.15088,2.81145e-05,1.05936e-06,35490.2,-1324.44
50 MV,250KHZ,35541.6,-2.15289,2.81185e-05,1.06122e-06,35515.0,-1322.54
50 MV,250KHZ,35536.5,-2.16337,2.8115e-05,1.06023e-06,35520.2,-1328.43
50 MV,260KHZ,35535.6,-2.15126,2.81093e-05,1.05074e-06,35506.1,-1343.04
50 MV,260KHZ,35534.5,-2.14277,2.81269e-05,1.06141e-06,35497.6,-1342.8
50 MV,260KHZ,35536.1,-2.13785,2.81119e-05,1.05575e-06,35511.9,-1345.51
50 MV,260KHZ,35529.8,-2.15247,2.81285e-05,1.05344e-06,35511.5,-1334.18
50 MV,260KHZ,35531.0,-2.13764,2.81251e-05,1.04143e-06,35510.3,-1333.17
